time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone
2024-01-16 17:00:00,75.4,28.2,0.607,53.5,8.6,32.0
2024-01-16 18:00:00,79.2,31.1,0.678,61.4,10.0,25.0
2024-01-16 19:00:00,84.1,33.6,0.721,66.3,10.8,20.0
2024-01-16 20:00:00,88.9,35.9,0.743,68.9,11.3,18.0
2024-01-16 21:00:00,88.5,35.6,0.747,68.2,11.5,16.0
2024-01-16 22:00:00,83.4,36.1,0.712,62.4,10.7,14.0
2024-01-16 23:00:00,72.2,35.4,0.658,53.4,9.6,12.0
2024-01-17 00:00:00,68.9,33.6,0.672,46.3,11.6,16.0
2024-01-17 01:00:00,73.1,35.9,0.744,43.3,13.4,24.0
2024-01-17 02:00:00,85.9,45.6,0.839,38.8,15.9,36.0
2024-01-17 03:00:00,97.8,55.8,0.881,33.5,18.2,52.0
2024-01-17 04:00:00,98.5,58.3,0.821,26.6,19.8,74.0
2024-01-17 05:00:00,93.4,54.0,0.707,18.9,21.2,99.0
2024-01-17 06:00:00,85.7,45.5,0.609,12.8,23.0,120.0
2024-01-17 07:00:00,83.8,39.3,0.548,9.5,25.8,135.0
2024-01-17 08:00:00,82.9,39.0,0.502,8.0,29.0,145.0
2024-01-17 09:00:00,80.3,39.1,0.477,7.5,31.0,151.0
2024-01-17 10:00:00,77.8,39.2,0.472,7.6,30.9,153.0
2024-01-17 11:00:00,75.7,39.2,0.487,8.8,29.6,150.0
2024-01-17 12:00:00,99.0,50.5,0.533,12.5,29.6,144.0
2024-01-17 13:00:00,94.5,51.5,0.63,20.8,27.6,124.0
2024-01-17 14:00:00,98.7,59.0,0.762,31.8,24.9,98.0
2024-01-17 15:00:00,100.6,61.9,0.848,37.8,22.4,79.0
2024-01-17 16:00:00,103.6,64.7,0.843,34.0,20.6,76.0
2024-01-17 17:00:00,106.6,66.6,0.792,25.1,19.2,81.0
2024-01-17 18:00:00,108.5,67.3,0.747,17.4,18.1,87.0
2024-01-17 19:00:00,108.7,67.3,0.725,13.1,17.4,92.0
2024-01-17 20:00:00,107.3,66.6,0.71,10.0,17.1,98.0
2024-01-17 21:00:00,104.8,65.2,0.705,7.7,17.1,103.0
2024-01-17 22:00:00,102.2,64.5,0.707,5.4,17.5,107.0
2024-01-17 23:00:00,100.6,64.3,0.719,3.9,18.1,109.0
2024-01-18 00:00:00,100.6,64.3,0.731,5.1,18.4,106.0
2024-01-18 01:00:00,100.6,64.7,0.807,11.3,18.9,98.0
2024-01-18 02:00:00,101.5,66.1,0.909,19.8,19.6,88.0
2024-01-18 03:00:00,104.3,68.5,0.978,24.9,20.7,86.0
2024-01-18 04:00:00,105.7,69.6,0.986,23.6,22.3,100.0
2024-01-18 05:00:00,107.6,70.8,0.959,19.1,24.2,122.0
2024-01-18 06:00:00,108.7,70.3,0.915,14.9,26.5,142.0
2024-01-18 07:00:00,107.1,67.8,0.846,12.0,29.6,159.0
2024-01-18 08:00:00,101.0,62.4,0.76,9.4,33.1,173.0
2024-01-18 09:00:00,93.8,55.5,0.693,8.3,35.6,182.0
2024-01-18 10:00:00,88.2,50.5,0.635,6.7,36.3,185.0
2024-01-18 11:00:00,85.0,47.8,0.597,6.4,35.9,181.0
2024-01-18 12:00:00,75.0,42.8,0.601,14.4,35.5,166.0
2024-01-18 13:00:00,79.6,48.5,0.844,39.7,34.4,128.0
2024-01-18 14:00:00,88.5,57.0,1.172,73.8,32.8,77.0
2024-01-18 15:00:00,89.6,59.0,1.376,94.1,31.0,41.0
2024-01-18 16:00:00,87.5,58.2,1.338,87.5,29.1,37.0
2024-01-18 17:00:00,86.4,57.6,1.175,67.1,27.1,48.0
2024-01-18 18:00:00,86.4,57.5,1.026,48.7,25.2,59.0
2024-01-18 19:00:00,85.9,56.9,0.941,38.0,23.4,63.0
2024-01-18 20:00:00,85.0,55.6,0.87,29.5,21.7,66.0
2024-01-18 21:00:00,83.1,53.9,0.805,22.4,20.3,70.0
2024-01-18 22:00:00,80.1,51.3,0.729,15.4,19.4,76.0
2024-01-18 23:00:00,76.4,48.3,0.659,9.9,18.9,83.0
2024-01-19 00:00:00,73.6,46.4,0.674,11.6,18.2,78.0
2024-01-19 01:00:00,71.7,44.5,0.752,20.6,18.2,70.0
2024-01-19 02:00:00,72.4,44.8,0.859,32.6,18.2,61.0
2024-01-19 03:00:00,77.3,48.2,0.932,39.7,19.0,62.0
2024-01-19 04:00:00,82.0,51.5,0.945,37.2,20.7,82.0
2024-01-19 05:00:00,85.7,54.2,0.922,29.6,23.1,112.0
2024-01-19 06:00:00,86.8,54.9,0.879,22.6,26.5,139.0
2024-01-19 07:00:00,82.4,50.4,0.8,17.4,31.9,158.0
2024-01-19 08:00:00,76.1,44.5,0.7,12.7,38.3,175.0
2024-01-19 09:00:00,74.0,42.1,0.633,10.2,43.1,186.0
2024-01-19 10:00:00,74.7,41.8,0.578,6.6,45.2,197.0
2024-01-19 11:00:00,76.8,42.8,0.556,5.1,45.7,203.0
2024-01-19 12:00:00,72.2,40.7,0.689,17.1,42.7,200.0
2024-01-19 13:00:00,76.4,44.4,1.042,55.4,42.1,152.0
2024-01-19 14:00:00,95.9,59.4,1.533,107.9,41.2,86.0
2024-01-19 15:00:00,111.8,71.0,1.934,145.4,40.3,36.0
2024-01-19 16:00:00,122.0,78.2,2.171,154.1,40.0,20.0
2024-01-19 17:00:00,130.9,85.4,2.318,147.6,39.7,20.0
2024-01-19 18:00:00,130.4,86.4,2.364,137.8,38.2,22.0
2024-01-19 19:00:00,121.1,81.3,2.277,127.0,34.5,20.0
2024-01-19 20:00:00,111.5,75.2,2.09,112.8,29.7,20.0
2024-01-19 21:00:00,102.9,69.6,1.889,99.5,25.6,20.0
2024-01-19 22:00:00,94.8,63.6,1.665,88.5,23.1,20.0
2024-01-19 23:00:00,88.0,58.6,1.428,78.5,21.4,20.0
2024-01-20 00:00:00,98.3,65.0,1.572,72.8,21.9,17.0
2024-01-20 01:00:00,95.9,62.6,1.682,69.2,20.6,10.0
2024-01-20 02:00:00,96.6,62.4,1.823,63.9,19.1,3.0
2024-01-20 03:00:00,103.8,67.1,1.846,57.7,20.6,13.0
2024-01-20 04:00:00,118.0,76.4,1.648,50.4,28.9,57.0
2024-01-20 05:00:00,122.0,75.9,1.332,42.1,40.2,119.0
2024-01-20 06:00:00,110.6,62.6,1.058,33.8,46.5,169.0
2024-01-20 07:00:00,99.7,52.4,0.882,24.7,43.3,198.0
2024-01-20 08:00:00,98.0,50.5,0.748,15.6,35.2,217.0
2024-01-20 09:00:00,94.8,49.0,0.651,9.5,27.7,223.0
2024-01-20 10:00:00,89.4,46.4,0.595,7.6,22.8,216.0
2024-01-20 11:00:00,84.8,44.2,0.576,8.7,18.5,196.0
2024-01-20 12:00:00,84.1,43.9,0.555,11.7,13.5,168.0
2024-01-20 13:00:00,79.9,41.7,0.573,16.3,11.9,142.0
2024-01-20 14:00:00,75.2,39.6,0.601,23.2,9.7,107.0
2024-01-20 15:00:00,71.0,38.2,0.638,31.1,8.2,75.0
2024-01-20 16:00:00,68.9,38.0,0.688,41.2,8.1,52.0
2024-01-20 17:00:00,67.3,38.0,0.749,52.3,8.7,34.0
2024-01-20 18:00:00,67.1,38.4,0.808,60.8,9.3,20.0
2024-01-20 19:00:00,68.2,39.7,0.874,65.4,9.7,12.0
2024-01-20 20:00:00,71.0,41.8,0.938,67.2,10.0,8.0
2024-01-20 21:00:00,73.6,44.5,0.972,65.8,10.8,8.0
2024-01-20 22:00:00,74.0,46.8,0.945,59.3,12.0,11.0
2024-01-20 23:00:00,75.0,48.0,0.886,49.6,13.6,18.0
2024-01-21 00:00:00,84.8,53.6,0.909,45.5,16.0,24.0
2024-01-21 01:00:00,86.6,54.4,0.936,44.1,17.4,32.0
2024-01-21 02:00:00,86.6,54.2,0.97,41.9,19.4,44.0
2024-01-21 03:00:00,86.1,53.9,0.971,37.9,21.7,61.0
2024-01-21 04:00:00,85.7,53.6,0.912,30.8,24.2,89.0
2024-01-21 05:00:00,85.2,52.0,0.82,22.0,26.9,122.0
2024-01-21 06:00:00,84.5,49.8,0.733,14.9,29.3,149.0
2024-01-21 07:00:00,78.0,42.5,0.661,10.6,31.4,166.0
2024-01-21 08:00:00,81.5,42.3,0.594,8.0,33.1,178.0
2024-01-21 09:00:00,83.4,41.9,0.545,6.9,33.9,184.0
2024-01-21 10:00:00,83.4,40.9,0.483,3.8,33.1,187.0
2024-01-21 11:00:00,81.7,39.5,0.44,2.2,31.4,185.0
2024-01-21 12:00:00,79.2,38.8,0.519,12.1,29.4,171.0
2024-01-21 13:00:00,78.0,39.2,0.852,46.4,29.5,129.0
2024-01-21 14:00:00,88.9,50.3,1.317,93.6,29.6,70.0
2024-01-21 15:00:00,103.8,62.2,1.708,129.1,29.9,27.0
2024-01-21 16:00:00,113.9,69.8,1.962,142.6,31.1,15.0
2024-01-21 17:00:00,122.0,75.4,2.142,144.3,32.5,18.0
2024-01-21 18:00:00,130.9,82.2,2.232,140.2,32.5,22.0
2024-01-21 19:00:00,131.8,84.1,2.209,129.7,29.9,20.0
2024-01-21 20:00:00,127.1,82.0,2.094,113.4,26.0,19.0
2024-01-21 21:00:00,120.1,77.8,1.939,98.5,22.6,18.0
2024-01-21 22:00:00,113.4,72.9,1.707,87.5,20.3,18.0
2024-01-21 23:00:00,108.3,68.9,1.435,78.0,18.6,17.0
2024-01-22 00:00:00,105.2,66.4,1.318,70.4,18.7,17.0
2024-01-22 01:00:00,102.4,63.6,1.398,67.7,17.8,11.0
2024-01-22 02:00:00,101.7,62.9,1.501,63.7,17.0,5.0
2024-01-22 03:00:00,108.5,67.5,1.517,58.5,19.1,14.0
2024-01-22 04:00:00,120.1,74.7,1.375,51.8,27.9,50.0
2024-01-22 05:00:00,126.7,75.2,1.146,43.9,39.7,101.0
2024-01-22 06:00:00,116.4,65.9,0.943,35.6,46.5,145.0
2024-01-22 07:00:00,99.9,54.7,0.802,26.0,43.7,177.0
2024-01-22 08:00:00,92.9,50.2,0.686,16.0,35.9,203.0
2024-01-22 09:00:00,86.8,46.3,0.596,9.2,28.3,215.0
2024-01-22 10:00:00,85.0,44.0,0.534,7.1,22.4,209.0
2024-01-22 11:00:00,72.2,37.4,0.497,8.2,16.7,191.0
2024-01-22 12:00:00,46.9,21.0,0.329,10.1,7.1,134.0
2024-01-22 13:00:00,46.6,20.1,0.356,16.8,6.4,110.0
2024-01-22 14:00:00,46.9,20.5,0.393,26.1,5.5,78.0
2024-01-22 15:00:00,49.9,22.3,0.423,33.5,5.0,52.0
2024-01-22 16:00:00,54.4,24.1,0.444,37.8,5.3,40.0
2024-01-22 17:00:00,58.2,25.8,0.458,40.2,6.0,35.0
2024-01-22 18:00:00,60.8,27.2,0.457,40.3,6.4,34.0
2024-01-22 19:00:00,61.5,27.9,0.43,37.0,6.1,36.0
2024-01-22 20:00:00,61.2,27.9,0.386,31.5,5.6,41.0
2024-01-22 21:00:00,61.2,28.0,0.349,26.7,5.3,46.0
2024-01-22 22:00:00,63.1,29.2,0.299,22.8,5.6,50.0
2024-01-22 23:00:00,63.3,30.2,0.254,19.5,6.3,53.0
2024-01-23 00:00:00,56.0,28.9,0.254,15.7,6.0,57.0
2024-01-23 01:00:00,53.3,29.0,0.457,24.1,6.3,39.0
2024-01-23 02:00:00,54.8,32.9,0.731,35.3,6.9,16.0
2024-01-23 03:00:00,61.2,38.5,0.894,41.1,8.5,10.0
2024-01-23 04:00:00,66.6,39.0,0.838,36.5,11.8,36.0
2024-01-23 05:00:00,68.9,36.7,0.672,26.5,16.0,79.0
2024-01-23 06:00:00,85.4,43.5,0.538,18.0,19.8,115.0
2024-01-23 07:00:00,92.0,46.6,0.491,13.2,22.7,137.0
2024-01-23 08:00:00,90.6,44.5,0.477,10.0,25.1,152.0
2024-01-23 09:00:00,88.0,42.3,0.473,8.3,26.6,163.0
2024-01-23 10:00:00,88.2,42.0,0.441,5.4,26.7,175.0
2024-01-23 11:00:00,88.5,42.4,0.419,4.1,25.9,183.0
2024-01-23 12:00:00,96.6,47.4,0.537,13.0,27.9,169.0
2024-01-23 13:00:00,97.6,49.4,0.844,44.5,28.2,126.0
2024-01-23 14:00:00,107.1,58.3,1.256,86.8,28.4,68.0
2024-01-23 15:00:00,119.7,69.6,1.49,110.2,27.6,29.0
2024-01-23 16:00:00,114.3,69.8,1.375,96.5,24.8,28.0
2024-01-23 17:00:00,104.3,64.7,1.08,63.8,20.9,46.0
2024-01-23 18:00:00,98.0,60.3,0.835,37.0,17.8,61.0
2024-01-23 19:00:00,93.6,56.2,0.724,25.7,16.2,65.0
2024-01-23 20:00:00,90.3,53.0,0.661,20.2,15.4,66.0
2024-01-23 21:00:00,88.2,51.1,0.618,16.5,14.7,66.0
2024-01-23 22:00:00,86.6,50.1,0.574,12.3,14.0,66.0
2024-01-23 23:00:00,85.2,49.0,0.55,9.9,13.6,65.0
2024-01-24 00:00:00,84.3,48.3,0.578,12.0,13.2,58.0
2024-01-24 01:00:00,84.1,47.8,0.724,22.5,13.0,44.0
2024-01-24 02:00:00,85.0,49.0,0.921,36.6,12.9,26.0
2024-01-24 03:00:00,91.7,53.8,1.039,44.9,14.6,23.0
2024-01-24 04:00:00,99.9,57.5,1.008,41.9,19.2,46.0
2024-01-24 05:00:00,105.7,59.8,0.899,33.1,25.7,83.0
2024-01-24 06:00:00,108.0,58.2,0.791,24.9,32.0,116.0
2024-01-24 07:00:00,102.2,52.5,0.704,19.2,38.5,141.0
2024-01-24 08:00:00,99.7,49.9,0.618,14.2,45.0,161.0
2024-01-24 09:00:00,98.0,49.0,0.559,11.2,48.8,176.0
2024-01-24 10:00:00,95.2,47.3,0.527,10.1,48.6,185.0
2024-01-24 11:00:00,93.8,46.6,0.521,10.9,45.6,188.0
2024-01-24 12:00:00,98.7,49.4,0.588,15.8,45.7,179.0
2024-01-24 13:00:00,102.2,52.3,0.782,34.6,41.1,143.0
2024-01-24 14:00:00,108.7,59.5,1.05,60.7,34.7,93.0
2024-01-24 15:00:00,112.5,63.8,1.263,81.1,29.4,54.0
2024-01-24 16:00:00,114.1,65.2,1.361,91.0,26.2,36.0
2024-01-24 17:00:00,116.9,67.1,1.402,95.3,24.1,27.0
2024-01-24 18:00:00,121.5,70.3,1.433,95.5,22.6,22.0
2024-01-24 19:00:00,128.5,75.4,1.484,90.7,21.8,17.0
2024-01-24 20:00:00,137.4,83.4,1.525,81.8,21.5,16.0
2024-01-24 21:00:00,129.9,80.6,1.51,72.7,21.1,15.0
2024-01-24 22:00:00,121.5,75.7,1.378,63.8,20.0,15.0
2024-01-24 23:00:00,114.3,70.8,1.191,54.8,18.7,16.0
2024-01-25 00:00:00,115.3,70.5,1.166,50.2,17.2,15.0
2024-01-25 01:00:00,107.1,65.7,1.283,49.9,16.6,10.0
2024-01-25 02:00:00,103.6,63.8,1.435,49.3,16.1,6.0
2024-01-25 03:00:00,109.9,68.0,1.479,46.8,18.9,14.0
2024-01-25 04:00:00,118.5,72.9,1.317,41.2,28.9,46.0
2024-01-25 05:00:00,125.3,72.4,1.046,33.8,42.2,90.0
2024-01-25 06:00:00,116.4,61.9,0.817,26.6,49.8,128.0
2024-01-25 07:00:00,98.3,48.8,0.683,19.7,46.4,152.0
2024-01-25 08:00:00,95.7,46.9,0.591,13.1,37.3,169.0
2024-01-25 09:00:00,93.4,45.1,0.527,8.8,29.2,178.0
2024-01-25 10:00:00,91.0,43.8,0.482,6.6,24.6,179.0
2024-01-25 11:00:00,87.3,41.6,0.465,6.8,21.1,172.0
2024-01-25 12:00:00,99.2,47.5,0.517,12.5,18.5,168.0
2024-01-25 13:00:00,92.2,44.5,0.647,28.9,16.7,133.0
2024-01-25 14:00:00,91.0,47.7,0.829,51.7,14.1,83.0
2024-01-25 15:00:00,89.9,48.7,0.991,70.4,12.5,44.0
2024-01-25 16:00:00,90.3,50.1,1.121,81.2,12.7,25.0
2024-01-25 17:00:00,92.4,51.8,1.231,87.9,13.8,15.0
2024-01-25 18:00:00,93.6,52.9,1.281,91.2,14.4,10.0
2024-01-25 19:00:00,90.8,51.8,1.239,91.4,13.9,7.0
2024-01-25 20:00:00,86.6,49.4,1.137,88.2,12.9,8.0
2024-01-25 21:00:00,81.5,46.3,1.029,81.9,11.8,11.0
2024-01-25 22:00:00,75.7,43.4,0.918,70.5,10.5,14.0
2024-01-25 23:00:00,71.5,42.3,0.801,56.0,9.1,18.0
2024-01-26 00:00:00,76.6,47.0,0.833,51.6,9.7,21.0
2024-01-26 01:00:00,77.8,46.8,0.835,45.6,10.5,31.0
2024-01-26 02:00:00,85.2,52.0,0.837,37.1,11.7,45.0
2024-01-26 03:00:00,91.3,56.8,0.826,29.4,13.5,62.0
2024-01-26 04:00:00,91.3,57.6,0.797,23.6,15.9,82.0
2024-01-26 05:00:00,89.6,56.0,0.755,18.6,18.9,105.0
2024-01-26 06:00:00,95.7,56.6,0.708,14.5,22.4,125.0
2024-01-26 07:00:00,97.6,53.9,0.648,11.0,27.4,143.0
2024-01-26 08:00:00,92.4,49.9,0.582,8.3,33.0,159.0
2024-01-26 09:00:00,89.4,48.4,0.539,7.0,36.6,169.0
2024-01-26 10:00:00,88.0,48.1,0.527,7.0,36.7,173.0
2024-01-26 11:00:00,87.5,48.4,0.538,8.4,34.8,171.0
2024-01-26 12:00:00,103.1,57.3,0.606,12.6,34.2,165.0
2024-01-26 13:00:00,108.3,63.1,0.714,21.4,31.9,142.0
2024-01-26 14:00:00,113.2,69.2,0.861,33.3,28.6,111.0
2024-01-26 15:00:00,112.9,70.8,0.954,39.7,25.2,89.0
2024-01-26 16:00:00,108.5,69.2,0.941,35.5,21.8,84.0
2024-01-26 17:00:00,103.4,66.6,0.873,25.9,18.3,87.0
2024-01-26 18:00:00,100.6,64.7,0.811,17.6,15.6,91.0
2024-01-26 19:00:00,99.2,63.3,0.771,13.0,14.0,95.0
2024-01-26 20:00:00,97.8,61.9,0.737,9.7,13.3,99.0
2024-01-26 21:00:00,96.4,60.8,0.715,7.3,12.9,103.0
2024-01-26 22:00:00,94.8,60.1,0.704,5.1,12.9,106.0
2024-01-26 23:00:00,93.4,59.6,0.705,3.9,13.4,108.0
2024-01-27 00:00:00,93.6,59.8,0.728,5.2,14.0,104.0
2024-01-27 01:00:00,93.6,60.1,0.798,11.7,14.6,96.0
2024-01-27 02:00:00,94.5,61.0,0.892,20.4,15.6,85.0
2024-01-27 03:00:00,97.6,62.9,0.946,25.5,17.0,83.0
2024-01-27 04:00:00,99.7,64.5,0.927,23.4,19.1,98.0
2024-01-27 05:00:00,102.2,65.2,0.867,17.7,21.7,121.0
2024-01-27 06:00:00,102.2,63.3,0.801,12.8,23.9,142.0
2024-01-27 07:00:00,99.2,60.1,0.728,10.0,25.4,156.0
2024-01-27 08:00:00,94.3,56.2,0.649,8.0,26.5,166.0
2024-01-27 09:00:00,89.2,52.9,0.595,7.3,27.4,173.0
2024-01-27 10:00:00,85.9,51.0,0.555,5.4,28.2,179.0
2024-01-27 11:00:00,85.4,50.9,0.541,4.9,28.7,181.0
2024-01-27 12:00:00,83.4,49.5,0.624,13.7,29.7,168.0
2024-01-27 13:00:00,87.5,53.1,0.915,42.5,29.7,126.0
2024-01-27 14:00:00,99.2,62.9,1.307,81.4,29.5,68.0
2024-01-27 15:00:00,106.6,68.5,1.545,103.7,28.8,29.0
2024-01-27 16:00:00,106.6,68.2,1.481,94.0,27.1,29.0
2024-01-27 17:00:00,104.1,66.1,1.261,67.7,24.8,48.0
2024-01-27 18:00:00,101.5,63.6,1.069,45.0,22.8,64.0
2024-01-27 19:00:00,98.0,61.0,0.969,32.8,21.4,70.0
2024-01-27 20:00:00,94.5,58.4,0.896,24.1,20.3,74.0
2024-01-27 21:00:00,91.5,56.5,0.841,17.9,19.1,74.0
2024-01-27 22:00:00,88.7,54.8,0.781,13.7,17.5,70.0
2024-01-27 23:00:00,84.1,52.6,0.739,12.1,15.7,62.0
2024-01-28 00:00:00,81.0,50.9,0.779,12.8,14.6,54.0
2024-01-28 01:00:00,79.6,50.3,0.983,20.0,12.4,37.0
2024-01-28 02:00:00,81.3,51.8,1.257,30.0,9.9,15.0
2024-01-28 03:00:00,90.6,58.6,1.416,37.1,12.4,12.0
2024-01-28 04:00:00,100.4,63.3,1.356,39.6,26.0,45.0
2024-01-28 05:00:00,109.2,68.0,1.18,39.2,44.6,97.0
2024-01-28 06:00:00,116.9,72.2,1.009,35.9,55.1,140.0
2024-01-28 07:00:00,109.2,66.6,0.872,27.6,49.8,165.0
2024-01-28 08:00:00,94.5,56.3,0.74,16.3,36.3,182.0
2024-01-28 09:00:00,86.1,50.5,0.641,8.3,24.8,189.0
2024-01-28 10:00:00,80.3,46.4,0.586,6.0,18.8,184.0
2024-01-28 11:00:00,77.1,44.1,0.565,6.9,14.8,169.0
2024-01-28 12:00:00,83.8,46.6,0.556,9.4,11.3,147.0
2024-01-28 13:00:00,84.1,46.2,0.585,13.9,10.6,133.0
2024-01-28 14:00:00,86.6,47.8,0.624,20.0,9.7,115.0
2024-01-28 15:00:00,89.6,49.9,0.641,24.2,8.7,100.0
2024-01-28 16:00:00,92.2,51.2,0.621,24.6,7.8,93.0
2024-01-28 17:00:00,92.2,51.2,0.581,23.1,6.9,91.0
2024-01-28 18:00:00,88.0,48.8,0.534,21.1,6.1,89.0
2024-01-28 19:00:00,81.7,45.4,0.483,18.9,5.4,87.0
2024-01-28 20:00:00,73.3,40.9,0.427,16.2,4.9,86.0
2024-01-28 21:00:00,64.7,36.0,0.375,13.8,4.5,84.0
2024-01-28 22:00:00,56.5,31.4,0.314,10.5,4.3,84.0
2024-01-28 23:00:00,49.1,27.2,0.256,7.6,4.2,83.0
2024-01-29 00:00:00,43.4,23.8,0.248,8.8,4.3,78.0
2024-01-29 01:00:00,40.6,22.5,0.373,20.8,5.3,62.0
2024-01-29 02:00:00,40.9,23.1,0.539,36.8,6.6,41.0
2024-01-29 03:00:00,46.8,27.5,0.626,45.0,7.7,32.0
2024-01-29 04:00:00,50.6,29.9,0.556,37.7,8.3,48.0
2024-01-29 05:00:00,46.0,25.1,0.406,22.5,8.5,77.0
2024-01-29 06:00:00,38.2,18.3,0.286,10.5,8.4,99.0
2024-01-29 07:00:00,38.9,16.6,0.24,6.1,7.7,108.0
2024-01-29 08:00:00,44.2,15.8,0.225,5.0,6.6,110.0
2024-01-29 09:00:00,52.9,16.5,0.22,5.0,5.8,109.0
2024-01-29 10:00:00,52.4,16.0,0.218,5.5,5.6,105.0
2024-01-29 11:00:00,52.5,16.1,0.227,7.1,5.7,98.0
2024-01-29 12:00:00,54.4,18.5,0.253,10.6,6.6,93.0
2024-01-29 13:00:00,51.0,18.8,0.296,16.1,6.1,81.0
2024-01-29 14:00:00,46.7,19.8,0.355,23.8,5.4,65.0
2024-01-29 15:00:00,45.1,20.8,0.399,29.6,5.0,52.0
2024-01-29 16:00:00,42.6,20.4,0.415,31.8,5.1,47.0
2024-01-29 17:00:00,43.7,20.8,0.417,32.1,5.4,46.0
2024-01-29 18:00:00,45.2,21.8,0.415,31.8,5.7,45.0
2024-01-29 19:00:00,46.8,23.2,0.413,31.5,5.7,44.0
2024-01-29 20:00:00,48.0,23.8,0.408,30.7,5.7,44.0
2024-01-29 21:00:00,49.9,24.4,0.395,29.1,5.7,45.0
2024-01-29 22:00:00,50.6,24.2,0.354,24.6,5.7,50.0
2024-01-29 23:00:00,53.0,24.7,0.305,19.2,5.7,55.0
2024-01-30 00:00:00,55.9,24.6,0.334,21.8,7.2,53.0
2024-01-30 01:00:00,58.3,24.9,0.471,33.8,8.5,41.0
2024-01-30 02:00:00,64.0,27.5,0.654,49.7,10.4,26.0
2024-01-30 03:00:00,74.7,34.0,0.743,57.1,11.7,22.0
2024-01-30 04:00:00,77.8,34.5,0.647,47.8,12.3,38.0
2024-01-30 05:00:00,75.4,25.5,0.458,29.9,12.4,64.0
2024-01-30 06:00:00,81.3,21.8,0.308,15.5,11.8,86.0
2024-01-30 07:00:00,89.4,21.4,0.252,9.4,10.1,98.0
2024-01-30 08:00:00,96.9,21.8,0.237,6.8,7.8,106.0
2024-01-30 09:00:00,104.3,22.3,0.23,5.7,6.0,109.0
2024-01-30 10:00:00,109.2,22.5,0.221,5.5,5.2,105.0
2024-01-30 11:00:00,108.3,22.4,0.222,6.7,4.9,96.0
2024-01-30 12:00:00,102.0,22.0,0.238,9.3,4.9,88.0
2024-01-30 13:00:00,93.1,21.5,0.259,12.3,4.8,81.0
2024-01-30 14:00:00,78.5,21.1,0.289,16.6,4.7,70.0
2024-01-30 15:00:00,71.7,21.1,0.324,21.2,4.8,61.0
2024-01-30 16:00:00,67.3,22.7,0.371,26.7,5.4,53.0
2024-01-30 17:00:00,66.6,24.2,0.422,32.5,6.2,45.0
2024-01-30 18:00:00,65.9,25.3,0.448,35.4,6.6,41.0
2024-01-30 19:00:00,65.2,25.8,0.433,33.5,6.3,42.0
2024-01-30 20:00:00,62.9,25.4,0.393,28.7,5.6,46.0
2024-01-30 21:00:00,60.1,24.2,0.35,23.8,5.0,50.0
2024-01-30 22:00:00,58.0,23.2,0.295,18.2,4.6,55.0
2024-01-30 23:00:00,56.6,22.6,0.238,12.5,4.4,61.0
2024-01-31 00:00:00,54.0,21.8,0.23,11.8,4.4,63.0
2024-01-31 01:00:00,52.3,21.8,0.358,24.0,5.3,49.0
2024-01-31 02:00:00,51.9,23.2,0.53,40.2,6.6,31.0
2024-01-31 03:00:00,58.1,28.7,0.621,48.4,7.7,24.0
2024-01-31 04:00:00,59.3,25.9,0.553,40.8,8.7,39.0
2024-01-31 05:00:00,58.1,23.1,0.405,25.2,9.5,66.0
2024-01-31 06:00:00,57.0,20.7,0.288,12.8,9.8,89.0
2024-01-31 07:00:00,56.7,19.8,0.249,8.0,9.1,103.0
2024-01-31 08:00:00,56.8,19.0,0.241,6.4,7.9,114.0
2024-01-31 09:00:00,59.1,18.6,0.24,6.0,6.8,119.0
2024-01-31 10:00:00,62.2,18.2,0.234,6.0,6.1,116.0
2024-01-31 11:00:00,65.9,18.2,0.234,7.1,5.6,107.0
2024-01-31 12:00:00,70.3,19.1,0.255,9.4,5.4,98.0
2024-01-31 13:00:00,72.9,20.7,0.292,13.9,5.4,89.0
2024-01-31 14:00:00,71.0,22.3,0.343,20.1,5.3,78.0
2024-01-31 15:00:00,68.5,23.7,0.378,24.4,5.3,69.0
2024-01-31 16:00:00,67.8,24.8,0.384,25.3,5.4,66.0
2024-01-31 17:00:00,66.6,25.0,0.374,24.4,5.5,66.0
2024-01-31 18:00:00,62.6,24.3,0.353,22.3,5.5,67.0
2024-01-31 19:00:00,57.9,23.0,0.317,18.7,5.1,71.0
2024-01-31 20:00:00,51.7,21.1,0.271,14.1,4.4,76.0
2024-01-31 21:00:00,43.1,18.7,0.234,10.4,4.0,79.0
2024-01-31 22:00:00,37.3,16.9,0.201,7.7,3.8,80.0
2024-01-31 23:00:00,37.7,16.2,0.176,5.9,3.8,78.0
2024-02-01 00:00:00,40.0,15.9,0.19,7.3,4.0,75.0
2024-02-01 01:00:00,49.0,17.8,0.31,16.9,4.9,57.0
2024-02-01 02:00:00,56.5,21.0,0.474,30.0,6.2,34.0
2024-02-01 03:00:00,65.4,26.3,0.586,38.4,7.7,23.0
2024-02-01 04:00:00,78.2,31.0,0.603,38.3,9.5,36.0
2024-02-01 05:00:00,95.5,33.4,0.568,33.5,11.4,61.0
2024-02-01 06:00:00,127.1,34.3,0.514,27.8,13.0,85.0
2024-02-01 07:00:00,123.9,31.4,0.435,21.2,14.0,103.0
2024-02-01 08:00:00,106.2,27.4,0.337,13.7,14.6,120.0
2024-02-01 09:00:00,106.2,26.5,0.265,8.5,14.6,130.0
